id,nev,szekhelyid,adoszam,email,telefon
1121,Borbély Szebasztián,2226,20954045-2-41,Borbély.Szebasztián@email.hu,+36561179577
1122,Szilágyi Rebeka,1248,81282295-2-07,Szilágyi.Rebeka@email.hu,+36591516732
1123,Bodnár Emília,2235,30407002-2-41,Bodnár.Emília@email.hu,+36808855238
1124,László Nimród,1131,13409165-2-10,László.Nimród@email.hu,+36975416414
1125,Balogh Nándor,1035,78482750-2-35,Balogh.Nándor@email.hu,+36191183245
1126,Magyar Roland,88,26394535-2-41,Magyar.Roland@email.hu,+36255786917
1127,Tamás Panka,2298,41277773-1-03,Tamás.Panka@email.hu,+36225718179
1128,Székely Regina,2167,30036296-2-42,Székely.Regina@email.hu,+36704532229
1129,Lengyel Anna,714,79881163-2-35,Lengyel.Anna@email.hu,+36310606855
1130,Fekete Janka,2822,98430169-2-30,Fekete.Janka@email.hu,+36282062154
1131,Király Benett,2690,81342642-2-10,Király.Benett@email.hu,+36252002082
1132,Budai Vince,1194,49897274-1-30,Budai.Vince@email.hu,+36470859507
1133,Nemes Kornél,1820,21479109-2-41,Nemes.Kornél@email.hu,+36186288520
1134,Kerekes Regina,924,26989776-1-03,Kerekes.Regina@email.hu,+36571217203
1135,Dudás Roland,1059,27956729-1-25,Dudás.Roland@email.hu,+36148463445
1136,Máté Roland,2091,22992473-1-05,Máté.Roland@email.hu,+36911625275
1137,Péter Leila,2284,61759733-2-10,Péter.Leila@email.hu,+36604931529
1138,Kis Sámuel,2743,46469330-1-15,Kis.Sámuel@email.hu,+36770848740
1139,Pásztor Vince,323,40925226-2-03,Pásztor.Vince@email.hu,+36638610838
1140,Szilágyi Zénó,1765,20692111-2-35,Szilágyi.Zénó@email.hu,+36674114216
1141,Csonka Kinga,2577,51470846-1-30,Csonka.Kinga@email.hu,+36111567659
1142,Orbán Zsófia,448,15698350-2-10,Orbán.Zsófia@email.hu,+36302265375
1143,Barna Janka,2121,26027884-2-30,Barna.Janka@email.hu,+36203009572
1144,Orsós Fruzsina,1611,10545556-1-15,Orsós.Fruzsina@email.hu,+36718572011
1145,Sándor Luca,1702,88300458-1-03,Sándor.Luca@email.hu,+36873631663
1146,Veres Izabella,17,72250039-1-25,Veres.Izabella@email.hu,+36417135593
1147,Hegedüs Patrik,406,22369731-2-41,Hegedüs.Patrik@email.hu,+36532285959
1148,Márton Ádám,2518,65262429-1-35,Márton.Ádám@email.hu,+36314317621
1149,Lukács Zselyke,1798,93657596-1-07,Lukács.Zselyke@email.hu,+36497772356
1150,Pásztor Csaba,697,30198496-1-35,Pásztor.Csaba@email.hu,+36735587982
1151,Faragó Bálint,319,75457080-2-05,Faragó.Bálint@email.hu,+36128073357
1152,Orosz Zita,2177,49087651-2-42,Orosz.Zita@email.hu,+36450976885
1153,Novák Barnabás,949,62226531-1-35,Novák.Barnabás@email.hu,+36239386084
1154,Tóth Noel,1162,94188243-2-15,Tóth.Noel@email.hu,+36706472527
1155,Pataki Szofia,2848,77336915-2-15,Pataki.Szofia@email.hu,+36581324464
1156,Szőke Imre,581,58933400-2-03,Szőke.Imre@email.hu,+36937308720
1157,Gulyás Benett,527,67791610-1-05,Gulyás.Benett@email.hu,+36281480851
1158,Orsós Izabella,1981,83342712-2-25,Orsós.Izabella@email.hu,+36631658977
1159,Fodor Vivien,955,27159234-2-25,Fodor.Vivien@email.hu,+36131645984
1160,Soós Kitti,456,18639646-1-03,Soós.Kitti@email.hu,+36726527578
1161,Hajas Kevin,2715,11193775-1-25,Hajas.Kevin@email.hu,+36936553289
1162,Farkas Bendegúz,991,32872101-2-25,Farkas.Bendegúz@email.hu,+36340401792
1163,Papp Léna,1792,44463556-2-03,Papp.Léna@email.hu,+36575600105
1164,Fazekas Vivien,1822,69898399-1-42,Fazekas.Vivien@email.hu,+36144833830
1165,Gáspár Lilla,252,63745475-2-35,Gáspár.Lilla@email.hu,+36680501008
1166,Hajdu Dávid,2485,42846236-1-35,Hajdu.Dávid@email.hu,+36382659935
1167,Fekete Kamilla,628,54739968-2-35,Fekete.Kamilla@email.hu,+36180785374
1168,Fekete Márk,521,70430270-2-15,Fekete.Márk@email.hu,+36840579312
1169,Péter Laura,2552,14069043-2-10,Péter.Laura@email.hu,+36565462602
1170,Farkas Kitti,2078,96192527-2-42,Farkas.Kitti@email.hu,+36548817722
1171,Bogdán Alex,1899,85620681-1-15,Bogdán.Alex@email.hu,+36649391549
1172,Lakatos Mátyás,2596,38299577-1-42,Lakatos.Mátyás@email.hu,+36840054607
1173,Pataki Vince,41,96682089-2-03,Pataki.Vince@email.hu,+36868888404
1174,Pál Bálint,1167,79232424-1-03,Pál.Bálint@email.hu,+36871999718
1175,Boros Flóra,620,70363401-2-03,Boros.Flóra@email.hu,+36127862541
1176,Barna Panna,1083,65490202-2-03,Barna.Panna@email.hu,+36274338561
1177,Balogh Diána,1431,25488918-1-42,Balogh.Diána@email.hu,+36403931519
1178,Hajas Szonja,2928,80095952-2-05,Hajas.Szonja@email.hu,+36105707586
1179,Bodnár Donát,1732,75343212-2-41,Bodnár.Donát@email.hu,+36117209110
1180,Orsós Hanna,323,66467217-2-35,Orsós.Hanna@email.hu,+36689472011
1181,Gál Barbara,1986,64259311-1-25,Gál.Barbara@email.hu,+36638925316
1182,Pál Szofi,2084,36249850-1-41,Pál.Szofi@email.hu,+36826824916
1183,Takács Panka,2673,86613205-1-15,Takács.Panka@email.hu,+36222184232
1184,Vass Benett,2321,19917174-2-25,Vass.Benett@email.hu,+36490443231
1185,Kovács Imre,1808,83207595-1-05,Kovács.Imre@email.hu,+36169413156
1186,Pál Máté,2816,92489498-2-35,Pál.Máté@email.hu,+36716449555
1187,Balog Hédi,2548,47905250-2-15,Balog.Hédi@email.hu,+36246897783
1188,Bálint Rozina,2961,77525371-1-05,Bálint.Rozina@email.hu,+36395240350
1189,Kozma Boróka,379,99887366-1-42,Kozma.Boróka@email.hu,+36905317097
1190,Pataki Olívia,2782,29257835-2-03,Pataki.Olívia@email.hu,+36126579083
1191,Balogh Letícia,868,15435370-1-25,Balogh.Letícia@email.hu,+36645568783
1192,Katona Barnabás,2607,38651527-1-10,Katona.Barnabás@email.hu,+36888696910
1193,Bodnár Mira,1093,79544602-2-15,Bodnár.Mira@email.hu,+36654627114
1194,Szőke Milán,2171,82520086-2-25,Szőke.Milán@email.hu,+36827507618
1195,Major Máté,1354,69732841-2-15,Major.Máté@email.hu,+36652985285
1196,Vass Boldizsár,890,78833251-2-30,Vass.Boldizsár@email.hu,+36686590225
1197,Sándor Kinga,960,31469299-1-42,Sándor.Kinga@email.hu,+36642089628
1198,Papp Natália,2603,16363991-2-03,Papp.Natália@email.hu,+36973600100
1199,Kis Marcell,664,97034586-2-07,Kis.Marcell@email.hu,+36953495361
1200,Kelemen Ármin,1521,15688729-1-41,Kelemen.Ármin@email.hu,+36506396087
1201,Kiss Lilien,1692,77744577-2-30,Kiss.Lilien@email.hu,+36251774577
1202,Gulyás Zorka,2189,12173967-1-05,Gulyás.Zorka@email.hu,+36607131004
1203,Gáspár Nándor,2270,21427893-2-05,Gáspár.Nándor@email.hu,+36664279377
1204,Márton Rikárdó,2024,57699575-2-30,Márton.Rikárdó@email.hu,+36864378992
1205,Németh Hédi,1102,94812320-1-42,Németh.Hédi@email.hu,+36101620792
1206,Somogyi Janka,27,97392010-2-10,Somogyi.Janka@email.hu,+36203443108
1207,Magyar Iván,1441,12640068-1-30,Magyar.Iván@email.hu,+36497512840
1208,Mezei Mia,2086,43228613-1-07,Mezei.Mia@email.hu,+36282810723
1209,Orsós János,2846,84059349-1-05,Orsós.János@email.hu,+36594034346
1210,Bakos Lia,1070,72081219-2-05,Bakos.Lia@email.hu,+36322410262
1211,Szűcs Nándor,1453,93678988-2-35,Szűcs.Nándor@email.hu,+36548801560
1212,Szekeres Márton,2902,47930164-1-25,Szekeres.Márton@email.hu,+36191197624
1213,Magyar Bence,2552,68234006-1-07,Magyar.Bence@email.hu,+36529874226
1214,Székely Kitti,2935,20926523-2-10,Székely.Kitti@email.hu,+36357598332
1215,Lukács Dorottya,774,14614841-2-03,Lukács.Dorottya@email.hu,+36103026620
1216,Gál Nándor,2935,35178432-1-25,Gál.Nándor@email.hu,+36125152732
1217,Szücs László,622,96493401-2-05,Szücs.László@email.hu,+36133641919
1218,Szilágyi Ábel,1775,84780888-1-03,Szilágyi.Ábel@email.hu,+36100581233
1219,Rácz András,2318,46925311-1-35,Rácz.András@email.hu,+36890845032
1220,Pataki Bertalan,2738,31490484-2-25,Pataki.Bertalan@email.hu,+36879475812
1221,Márton Virág,2241,55175493-2-25,Márton.Virág@email.hu,+36151186511
1222,Sipos Fanni,2969,37449103-2-10,Sipos.Fanni@email.hu,+36700969382
1223,Oláh Marcell,2445,30777411-2-41,Oláh.Marcell@email.hu,+36850686573
1224,Bakos Lilien,2074,45045714-1-41,Bakos.Lilien@email.hu,+36454307878
1225,Jónás Borbála,514,50991664-1-42,Jónás.Borbála@email.hu,+36818673297
1226,Kozma Linett,1596,17203661-1-10,Kozma.Linett@email.hu,+36676118997
1227,Rácz Léna,808,18989481-2-07,Rácz.Léna@email.hu,+36200851852
1228,Márton Kitti,174,74396509-1-03,Márton.Kitti@email.hu,+36956805144
1229,Fülöp Dalma,2117,69734089-2-42,Fülöp.Dalma@email.hu,+36234438792
1230,Budai Áron,2033,51764656-2-05,Budai.Áron@email.hu,+36356696674
1231,Hajas Szofia,2426,94255409-2-15,Hajas.Szofia@email.hu,+36547673291
1232,Halász Annabella,1132,69359433-2-30,Halász.Annabella@email.hu,+36345755777
1233,Bálint Lili,1569,43295872-2-05,Bálint.Lili@email.hu,+36967636581
1234,Barta Leila,2515,29888990-2-25,Barta.Leila@email.hu,+36526237380
1235,Péter Lara,935,48957146-2-30,Péter.Lara@email.hu,+36453121792
1236,Vass Natália,2100,22319851-2-42,Vass.Natália@email.hu,+36947218670
1237,Budai Róbert,2118,75056463-2-42,Budai.Róbert@email.hu,+36177969898
1238,Novák Ferenc,2952,89148136-2-03,Novák.Ferenc@email.hu,+36273229597
1239,Szűcs Levente,524,75339360-2-05,Szűcs.Levente@email.hu,+36404246798
1240,Balázs Anna,1086,46050091-1-42,Balázs.Anna@email.hu,+36881394406
1241,Mezei Viktor,680,50083937-2-30,Mezei.Viktor@email.hu,+36234361074
1242,Simon Borbála,2766,64911143-2-35,Simon.Borbála@email.hu,+36879511417
1243,Horváth Maja,2419,53700528-1-25,Horváth.Maja@email.hu,+36716630363
1244,Hajdu Boróka,1613,88040652-1-35,Hajdu.Boróka@email.hu,+36598331194
1245,Gulyás Vince,634,85813352-1-41,Gulyás.Vince@email.hu,+36493201881
1246,Novák Flóra,270,27739712-1-25,Novák.Flóra@email.hu,+36469795518
1247,Dudás Rozina,2358,30652028-2-05,Dudás.Rozina@email.hu,+36374247043
1248,Fábián Kende,461,28852586-2-30,Fábián.Kende@email.hu,+36312453141
1249,Kovács Veronika,701,38139752-1-10,Kovács.Veronika@email.hu,+36739905357
1250,Orsós Zsófia,723,94788916-2-35,Orsós.Zsófia@email.hu,+36543256912
1251,Bognár Kristóf,2572,42574356-1-07,Bognár.Kristóf@email.hu,+36568372665
1252,Péter Brendon,1489,96922917-1-30,Péter.Brendon@email.hu,+36556932753
1253,Vörös Gellért,2589,29673187-1-25,Vörös.Gellért@email.hu,+36998179427
1254,Farkas Krisztofer,229,35778609-1-07,Farkas.Krisztofer@email.hu,+36989443908
1255,Fekete Bálint,1584,20747743-1-41,Fekete.Bálint@email.hu,+36370633935
1256,Boros Emese,1027,10529981-2-41,Boros.Emese@email.hu,+36466229553
1257,Faragó Olívia,2048,41631062-2-30,Faragó.Olívia@email.hu,+36671868789
1258,Hajdu Krisztofer,2500,36616685-1-05,Hajdu.Krisztofer@email.hu,+36225395858
1259,Kovács Kolos,815,66942417-1-03,Kovács.Kolos@email.hu,+36961130053
1260,Kiss Norina,1809,47843166-1-03,Kiss.Norina@email.hu,+36340926153
1261,Horváth Dorottya,1523,48637037-2-30,Horváth.Dorottya@email.hu,+36918015614
1262,Németh Soma,572,88478065-1-42,Németh.Soma@email.hu,+36456132054
1263,Rácz Kamilla,2273,33729030-1-05,Rácz.Kamilla@email.hu,+36963796289
1264,Fazekas Vanessza,118,92529199-2-25,Fazekas.Vanessza@email.hu,+36252762031
1265,Király Kincső,947,38060317-1-10,Király.Kincső@email.hu,+36690161328
1266,Kocsis Krisztián,2625,84554062-1-30,Kocsis.Krisztián@email.hu,+36218470142
1267,Balogh Donát,638,64868797-1-42,Balogh.Donát@email.hu,+36138985401
1268,Takács Kiara,2341,98579522-2-07,Takács.Kiara@email.hu,+36919061204
1269,Fülöp Patrik,1305,32203883-2-07,Fülöp.Patrik@email.hu,+36819900898
1270,Fazekas Kata,978,52529496-1-15,Fazekas.Kata@email.hu,+36971232307
1271,Jakab Norina,122,20356475-1-05,Jakab.Norina@email.hu,+36862607192
1272,Budai Dorka,2973,67579771-1-15,Budai.Dorka@email.hu,+36775836680
1273,Lengyel Zalán,556,69676034-1-30,Lengyel.Zalán@email.hu,+36611758794
1274,Lengyel Szilárd,537,61109726-1-42,Lengyel.Szilárd@email.hu,+36924874984
1275,Szőke Zita,1363,41641053-1-15,Szőke.Zita@email.hu,+36660539096
1276,Hegedűs Zara,1779,50498856-1-30,Hegedűs.Zara@email.hu,+36187099452
1277,Szabó Alexandra,2854,43983082-2-10,Szabó.Alexandra@email.hu,+36899763377
1278,Rácz Dalma,137,92971263-2-05,Rácz.Dalma@email.hu,+36267779738
1279,Mészáros Mátyás,745,19466868-1-25,Mészáros.Mátyás@email.hu,+36876530355
1280,Bálint Milán,2548,83486458-2-42,Bálint.Milán@email.hu,+36364302138
1281,Szücs Bianka,1542,46786140-1-07,Szücs.Bianka@email.hu,+36317296313
1282,Gál Zara,2650,50371401-2-42,Gál.Zara@email.hu,+36803823068
1283,Halász Zorka,1777,96491263-1-07,Halász.Zorka@email.hu,+36232324146
1284,Szekeres Kevin,698,35179679-1-05,Szekeres.Kevin@email.hu,+36606606238
1285,Szőke Fruzsina,1765,69424807-2-07,Szőke.Fruzsina@email.hu,+36703748367
1286,Pataki Barnabás,242,57566998-2-10,Pataki.Barnabás@email.hu,+36906164896
1287,Dudás Ábel,848,99920753-1-30,Dudás.Ábel@email.hu,+36263000709
1288,Fehér Leila,645,67751769-2-07,Fehér.Leila@email.hu,+36893617032
1289,Kelemen Lara,236,69375753-2-07,Kelemen.Lara@email.hu,+36171027805
1290,Fehér Léna,2212,98661672-2-30,Fehér.Léna@email.hu,+36902316597
1291,Balog Emese,2356,40923295-1-03,Balog.Emese@email.hu,+36290774240
1292,Bálint Noémi,1922,98674285-2-03,Bálint.Noémi@email.hu,+36867998398
1293,Pap Flóra,1442,82440226-2-25,Pap.Flóra@email.hu,+36227523902
1294,Barta Bence,1018,87730700-2-15,Barta.Bence@email.hu,+36978745002
1295,Kerekes Vilmos,1866,57647561-2-10,Kerekes.Vilmos@email.hu,+36878803150
1296,Vörös Alexandra,2412,21840378-1-03,Vörös.Alexandra@email.hu,+36693653378
1297,Halász Enikő,2796,91416618-2-10,Halász.Enikő@email.hu,+36831139487
1298,Fodor Zénó,1607,21405835-2-25,Fodor.Zénó@email.hu,+36479292691
1299,Varga Regina,2970,20214843-2-05,Varga.Regina@email.hu,+36823594224
1300,Orbán Norina,312,61493797-1-35,Orbán.Norina@email.hu,+36290156098
1301,Váradi Marcell,1935,23105421-1-05,Váradi.Marcell@email.hu,+36346234476
1302,Katona Veronika,2321,82307010-1-07,Katona.Veronika@email.hu,+36370610197
1303,Tamás Ádám,1460,56883209-2-05,Tamás.Ádám@email.hu,+36407976602
1304,Kocsis Elizabet,2027,45844762-1-15,Kocsis.Elizabet@email.hu,+36684097408
1305,Pál Anna,2905,44666948-2-10,Pál.Anna@email.hu,+36596074078
1306,Orbán Sándor,1903,35229091-1-10,Orbán.Sándor@email.hu,+36707960343
1307,Tóth Zoltán,238,87481389-1-07,Tóth.Zoltán@email.hu,+36860598318
1308,Szücs Mirella,1356,28797967-1-05,Szücs.Mirella@email.hu,+36988728801
1309,Rácz Gergely,1170,54372062-1-10,Rácz.Gergely@email.hu,+36344329170
1310,Király Vanda,2109,30483393-1-03,Király.Vanda@email.hu,+36198958842
1311,Mészáros Annabella,477,26781406-1-35,Mészáros.Annabella@email.hu,+36481890534
1312,Boros Gréta,1217,98894304-1-07,Boros.Gréta@email.hu,+36419513410
1313,Kocsis Panka,1060,77384323-1-05,Kocsis.Panka@email.hu,+36264289860
1314,Juhász József,571,43690465-2-15,Juhász.József@email.hu,+36612252274
1315,Farkas Zara,2571,61291532-1-30,Farkas.Zara@email.hu,+36939054199
1316,Orosz Fruzsina,1177,58500142-2-03,Orosz.Fruzsina@email.hu,+36129616905
1317,Farkas József,1099,52221308-2-35,Farkas.József@email.hu,+36239232267
1318,Péter Gergely,880,58783857-1-25,Péter.Gergely@email.hu,+36372614410
1319,Hegedűs Kitti,657,83338898-1-41,Hegedűs.Kitti@email.hu,+36464438022
1320,Szilágyi Mira,10,40727825-1-07,Szilágyi.Mira@email.hu,+36699420790
1321,Fekete Amira,1082,44867815-1-41,Fekete.Amira@email.hu,+36870893791
1322,Bálint Ármin,2297,57351535-2-42,Bálint.Ármin@email.hu,+36160792727
1323,Biró Olivér,1410,89438276-1-25,Biró.Olivér@email.hu,+36763457758
1324,Tóth Kolos,1397,83776717-2-42,Tóth.Kolos@email.hu,+36833008659
1325,Kozma Johanna,926,71840707-1-05,Kozma.Johanna@email.hu,+36695882426
1326,Hegedűs Virág,504,71916696-2-15,Hegedűs.Virág@email.hu,+36910033152
1327,Halász Mia,835,45374051-2-15,Halász.Mia@email.hu,+36563737137
1328,Boros Kiara,1842,42179840-2-03,Boros.Kiara@email.hu,+36548438150
1329,Váradi Hédi,974,63696671-2-30,Váradi.Hédi@email.hu,+36961496192
1330,Halász Diána,1255,80035182-2-05,Halász.Diána@email.hu,+36882310076
1331,Budai Borbála,1286,19316744-1-25,Budai.Borbála@email.hu,+36271384323
1332,Boros Richárd,552,82811752-1-30,Boros.Richárd@email.hu,+36435895045
1333,Tamás Dorottya,2470,42990928-1-25,Tamás.Dorottya@email.hu,+36359609872
1334,Molnár Ábel,2736,18207578-1-10,Molnár.Ábel@email.hu,+36601798616
1335,Virág Róza,2917,30615544-2-35,Virág.Róza@email.hu,+36933492020
1336,Szabó Lilla,1524,24713635-1-07,Szabó.Lilla@email.hu,+36862110474
1337,Papp Szofi,495,53722698-2-35,Papp.Szofi@email.hu,+36411270825
1338,Mészáros Dorottya,2054,20881008-2-10,Mészáros.Dorottya@email.hu,+36463651096
1339,Farkas Anna,97,50747238-2-42,Farkas.Anna@email.hu,+36925956518
1340,Vincze Vilmos,2165,94430221-2-15,Vincze.Vilmos@email.hu,+36911212382
1341,Illés Róza,2308,30320116-1-30,Illés.Róza@email.hu,+36960990936
1342,Virág Bendegúz,1795,41357293-1-05,Virág.Bendegúz@email.hu,+36189696266
1343,Pásztor Donát,1779,73614213-2-15,Pásztor.Donát@email.hu,+36564712221
1344,Hegedüs Alexander,431,99126866-1-03,Hegedüs.Alexander@email.hu,+36887493321
1345,Major Szebasztián,1040,42114773-2-42,Major.Szebasztián@email.hu,+36435850422
1346,Hajdu Gábor,444,92263497-2-03,Hajdu.Gábor@email.hu,+36786685188
1347,Horváth Léna,167,81524468-2-30,Horváth.Léna@email.hu,+36619132897
1348,Oláh Zsolt,176,98984267-2-30,Oláh.Zsolt@email.hu,+36530695986
1349,Pap Johanna,751,86673674-2-10,Pap.Johanna@email.hu,+36955115161
1350,Juhász Zénó,2994,59381925-1-41,Juhász.Zénó@email.hu,+36764610604
1351,Kocsis György,618,29853577-1-41,Kocsis.György@email.hu,+36469845470
1352,Antal Zénó,1221,92867267-1-30,Antal.Zénó@email.hu,+36473949436
1353,Váradi Roland,255,88301442-2-07,Váradi.Roland@email.hu,+36930279027
1354,Budai Olivér,2264,39721524-1-07,Budai.Olivér@email.hu,+36139597793
1355,Magyar Boróka,1534,76860488-1-35,Magyar.Boróka@email.hu,+36334686666
1356,Illés Boglárka,1942,25988393-2-10,Illés.Boglárka@email.hu,+36200866108
1357,Kozma Vivien,216,53103241-1-25,Kozma.Vivien@email.hu,+36522576797
1358,Pap Adrián,2366,33340998-2-10,Pap.Adrián@email.hu,+36490392301
1359,Kis Szofia,405,34238561-2-03,Kis.Szofia@email.hu,+36903639341
1360,Bakos Vencel,1706,32984758-1-15,Bakos.Vencel@email.hu,+36601465284
1361,Virág Alex,373,50089546-2-35,Virág.Alex@email.hu,+36159647565
1362,Orsós Kristóf,700,15536056-1-03,Orsós.Kristóf@email.hu,+36327584527
1363,Borbély Abigél,2686,25335802-2-42,Borbély.Abigél@email.hu,+36942656967
1364,Fekete Ferenc,2218,34571387-1-07,Fekete.Ferenc@email.hu,+36377443452
1365,Vincze Panka,127,71401155-2-35,Vincze.Panka@email.hu,+36842998876
1366,Sándor Brájen,2228,94204158-2-05,Sándor.Brájen@email.hu,+36961419847
1367,Fodor Szilárd,1050,26137883-2-25,Fodor.Szilárd@email.hu,+36975327896
1368,Borbély Hanna,627,29411252-1-15,Borbély.Hanna@email.hu,+36577915602
1369,Szabó Vince,2957,73309427-2-07,Szabó.Vince@email.hu,+36594184612
1370,Dudás István,352,96812403-1-30,Dudás.István@email.hu,+36992368083
1371,Juhász Diána,2985,65011950-2-41,Juhász.Diána@email.hu,+36633770438
1372,Bognár László,1348,91574806-2-05,Bognár.László@email.hu,+36691005529
1373,Bálint Réka,88,68271126-2-05,Bálint.Réka@email.hu,+36362082250
1374,Székely Krisztofer,795,49143183-2-05,Székely.Krisztofer@email.hu,+36468649998
1375,Sipos Jázmin,5,70642216-1-42,Sipos.Jázmin@email.hu,+36653854212
1376,Balogh Soma,1591,63745028-2-42,Balogh.Soma@email.hu,+36696621884
1377,Vincze Olívia,2822,43971828-1-25,Vincze.Olívia@email.hu,+36511504864
1378,Kocsis Simon,283,50545916-1-03,Kocsis.Simon@email.hu,+36791388795
1379,Barta Róza,2661,11896451-2-25,Barta.Róza@email.hu,+36412582596
1380,Pásztor Emma,2786,39811716-2-15,Pásztor.Emma@email.hu,+36824621595
1381,Balázs Ferenc,2641,50626734-1-10,Balázs.Ferenc@email.hu,+36306324614
1382,Szűcs Kolos,2963,96624289-1-10,Szűcs.Kolos@email.hu,+36948465509
1383,Bálint Mirella,395,15740672-1-07,Bálint.Mirella@email.hu,+36508747346
1384,Németh Ármin,285,64549253-2-10,Németh.Ármin@email.hu,+36212309946
1385,Oláh Nándor,2941,20416112-1-30,Oláh.Nándor@email.hu,+36427888965
1386,Major Bendegúz,2369,76683982-2-35,Major.Bendegúz@email.hu,+36712859246
1387,Szücs Norina,2601,54744816-1-05,Szücs.Norina@email.hu,+36421040376
1388,Horváth Natasa,2509,63503911-2-41,Horváth.Natasa@email.hu,+36235436437
1389,Fazekas Patrik,507,91581595-1-42,Fazekas.Patrik@email.hu,+36282536309
1390,Barta László,279,64861658-1-05,Barta.László@email.hu,+36748050271
1391,Kovács Emília,613,31844900-2-25,Kovács.Emília@email.hu,+36354958036
1392,Kis István,433,80616206-1-05,Kis.István@email.hu,+36836302882
1393,Szőke Ádám,954,46876953-1-41,Szőke.Ádám@email.hu,+36475436113
1394,Szabó Virág,695,77996986-1-07,Szabó.Virág@email.hu,+36339915592
1395,Balog Máté,1097,14575182-1-07,Balog.Máté@email.hu,+36766989175
1396,Varga Fanni,913,75018566-2-42,Varga.Fanni@email.hu,+36648830768
1397,Vass Szabolcs,1413,76255998-2-30,Vass.Szabolcs@email.hu,+36162463656
1398,Fodor Kata,1865,99277332-2-03,Fodor.Kata@email.hu,+36202693128
1399,Kovács Benjamin,2607,87960217-1-25,Kovács.Benjamin@email.hu,+36959918803
1400,Balogh Tamara,1115,98145120-1-03,Balogh.Tamara@email.hu,+36389854933
